שלא תהיה דאטא שבאחת האחוז שגיאה מצויין נגיד 10% ודאטא אחרת בפתאום האחוז שגיאה 70%,0
למה סביר שזה יקרה אם אנחנו מרנדמים את הדאטה כל פעם וסביר שהדאטה שלנו לא מופרד לינארית?,0
כן אן במשלים- אחוז השגיאה מתכנס למספר קבוע כלשהן ולא משתנה יותר אחרי x איטרציות,0
מה אמור להתכנס? אחוזי הדיוק?,0
אם תעשו עוד איטרציות עם eta סביר זה לא יפגע באלגוריתם,0
לעשות איתה 10 איטרציות ואז 5 נוספות בלעדיה?,0
אם זה התכנס זה התכנס,0
תורידי = תהפכי לקטנה יותר ,0
זה לא בדיוק קיים פה...,0
בשביל זה תפצלי את הטריין ל20% 80%,0
אם את רוצה לשפר אז תורידי את הeta אחרי זה ותמשיכי לעוד 5 איטרציות,0
מה לגבי אובר למידה?,0
אז שמתי epoch 15,0
בדכ מתכנס אחרי איטרציה 8-12 כזה,0
נשמע טוב,0
