מתי יש CTF קרוב?,0
איזה אתגר?,0
בctflearn,0
.,0
 ניסית לפתור את האתגר שלי?,0
ששששששש,0
מתי הוא,0
לול,0
חחחח זה עבד,0
חחחחח,0
ואז ללחוץ על מספר מתוך שלושה,0
אז לחצתי על אחד רנדומלי,0
אהההה <ה,0
כן עבד,0
לא יודע,0
זה ביקש ממני לאשר עם הטלפון,0
שמישהו נכנס,0
כע,0
מה "חחחח" מה עשית למייל שלנו?,0
חחחח משורר זה עבד לך?,0
נכנס?,0
אההה,0
רשמתי אותנו כבר, צריך אישור במייל אבל,0
כן כן הסיסמא למייל בתיאור,0
Michael Konviser,0
מייל וסיסמא בתיאור,0

רשמתי אותנו עם הפרטים הרגילים

מישהו יכול לאשר?,0
שלי יותר ארוך מ20,0
אה רגע על מה מדברים,0
לול,0
אתם לא תאמינו,0
שיחקתי קומפ עם חבר שלי,0
אין מצב,0
והקבוצה הייתה ממש נחמדה,0
חח סליחה תמשיך,0
ובסוף מסתבר שכולם בקבוצה עושים תואר במדמח,0
מה הסיכויים,0
לול,0
O snap,0
לול,0
בהתחשב בעובדה שהם חנונים, נמוכים אבל לא אפסיים,0
מגניב,0
חחחחחח,0
כן, אבל שם זה מגניב,0
זה קיים בכל code editor,0
מגניב,0
.,0
יוגי,0
זה מזיז את השורה,0
לאחרי/לפני שורות אחרות,0
חחחחחחחחחח,0
ויובל,0
מזכיר לי את זה,0
מה זה?,0
יש עוד כמה עם שיער ארוך,0
נגיד אדוה,0
וואי קונטרול שיפט למעלה/למטה זאת אהבת חיי במוצרים של jetbrains,0
לול,0
ששש אתה לא שיער חלק זה חא נחשב,0
לול,0
36 kB,0
אני די בטוח ששלי יותר ארוך מ10 סמ,0
קראתי את ההודעה שלך לפני שקראתי את הציטוט,0
אהבת חיי,0
אני משתמש בו לססש,0
אני השתמשתי בו לפני שעברתי ללינוקס,0
הצבעים שכנעו אותי לעבור אליו,0
הצבעים בפקודות?,0
לול,0
*לגיט באש,0
כן חחח,0
זה כל כך הרבה יותר קריא,0
Git cmd זה פח,0
זה די פי,0
פח*,0
אין סיבה שיהיה git cmd,0
מיותר,0
נכון,0
אסור! השיער שך האנשים בקבוצה מוגבל ל 10 סמ,0
יש לו יותר,0
נגיד לא היינו מוסיפים את אמיט אם זה היה איזה 8 שנים אחורה לדוגמה,0
תוסיפו את שאגי,0
אה הבנתי יחח,0
או יותר נכון:
למה,0
הפצת debian ללינוקס אוטיסטית,0
Git bash אולי?,0
מה,0
מה,0
מה,0
איך,0
מה,0
יש,0
גם אותי,0
אחלה,0
בואו לדיס,0
This message was deleted,0
קל,0
זה נקודות קלות,0
ממש ממליץ,0
מגניב יםה,0
*יפה,0
This message was deleted,0
אריק,0
יש מצב שמישהו שולח בדיסקורד את הפרטי התחברות לstemctf?,0
אישרתי,0
  תאשר אותי לקבוצה,0
עוד לא בבית, שעה וחצי אני שם,0
.,0
אוף,0
פוצץ?,0
עוד חמש דקות מתחיל,0
מישהו בדיסקורד עוד חצי שעה?,0
.,0
אליי ,0
יש לכם המלצות על אוכל טעים לקנייה בסופר?,0
לאן,0
זה ברור,0
רגע אלן אתה בא היום?,0
אבל עדיף HTML,0
אותו דבר,0
לא אמרנו ג׳אהבה?,0
יונתן סיכמנו שאתה מלמד אותי סי שארפ אבח,0
אבל,0
אבל אם אף אחד לא בא אז אני לא יודע אם אני אבוא,0
מזה?,0
אני כן,0
לאאאאאאאאא,0
בואאאאאאא,0
אנחנו ממש מעט ואני נוסע מפאקינג יקנעם בתחבצ בשביל זה,0
שזה לא סיפור, כן? כולה שעתיים בתחבצ,0
אבל זאת שבת,0
אז זה קצת סיפור,0
טוב,0
אז,0
מי כן יכול לבוא,0
בלעדייך לא כיף,0
לאאא,0
ליפשיץץ,0
רגע מה,0
איך זה כל כך הצתמצם,0
למה,0
נשמע שיהיה לכם כיף שם,0
 יבוא איתכם גם,0
אני מגיע אם ליידי גאגא באה,0
מגניב,0
מה מנעת מעצמך להגיד?,0
כדאי,0
נו אתה יודע תכנית התוכנה שלי יכולה לגרום להרבה פיטורים,0
רק שאני התחלתי להגיד דברים כמו פוליטיקאי ,0
אה חחחח,0
איפה?,0
תיכנס בהודעות,0
סורי אנשים אני לא יכול,0
אריק,0
סורי אנשים אני לא יכול,0
מאחר ונהיה מעטים מחר,0
אני חושש שגם אני לא אגיע,0
אשתתף מרחוק,0
תודה שון :),0
 אתה מגעע?,0
לא יכול לצערי בגלל מבחן,0
אז זה רק אני,שון ופורת?,0
כי אם כן אז באמת אין טעם,0
יש,0
מי עוד,0
מגיע,0
טוב אני סופית מגיע אם ליפשיץ בא,0
17:30,0
https://m.calcalist.co.il/Article.aspx?guid=3756817,0
מגניב שאתם החברה הראשונה שם,0
אתה לא תאמין כמה קשה זה היה לנסות לצאת politically correct,0
שון כטפ,0
אז מי כן מגיע :/,0
יפה,0
אני אהיה מרחוק,0
אז מי כן מגיע :/,0
אריק,0
אז בואי אני אכיר אותה ,0
אדוה,0
יש,0
אריק אחלה,0
מי עוד,0
אתם יודעים שיש לי סלפי עם גבי אשכנזי?,0
אני מצטלם סלפי וגבי ברקע מנסה לברוח,0
כנל,0
כנל :(,0
מההה,0
אבל אני בא,0
אמא שלי פחות עפה על הרעיון להיות מחוץ לעיר אצל בחור שהיא לא מכירה חחחחח,0
תגידי לה שאני שם,0
בחור שהצטלם עם גבי אשכנזי,0
אני בסוף לא כנראה,0
אני אבוא כנראה,0
אני בא,0
מתי פתיחת הדלתות?,0
לא קריטי לי,0
אבל ממתי אתה בבית,0
 פעם הגענו למיכאל לפני שהוא הגיע הביתה,0
 ואני*,0
נניח מ1 תבואו,0
כתובת?,0
צריך להביא משהו,0
תפרסם אותה בפייסבוק שלך ואז תמחק ואז תוכל להגיד שהכתובת הייתה על הקיר,0
זה יפה אספי,0
תודה,0
מחשב?,0
אם בא לכם להביא חטיפים יהיה מועלה,0
הר הצופים 7א,0
אבל יש עוד יומיים מה אתם מלחיצים,0
אבל יש עוד יומיים מה אתם מלחיצים,0
אה סליחה בוא נגיע שעה לפני ואז נדע מה לעשות לפני נסיעה של שעתיים,0
הר הצופים רחובות,0
כן,0
כי יש הר הצופים בעוד מלא מקומות בטח,0
קל להתבלבל,0
נכון,0
אני לא,0
אני לא,0
אולי אני אגיע,0
יש מצב שגם אני,0
כנל,0
מי עוד מגיע?
כי אם לא מספיק מגיעים אני אוותר :/,0
חחחחחחחח,0
חחחחחח,0
בדיוק,0
פשוט תרשום שנהנת לזיין בשכל אחי,0
וזהו,0
למישהו יש את הרפליקציה של העבודה שלו באזרחות?,0
פאק,0
אתה מתכנן להוציא רישיון ולטוס לברלין בזמן הקרוב?,0
זה מחר,0
אני טס עוד מעט,0
אבא שלי נוהג,0
ממש מגניב,0
אני כנראה לא,0
הרשמה:
הstate לא משנה ותבחרו שלא מתחרים בשביל פרסים,0
40 kB,0
Damn,0
:(,0
פעם הבאה,0
מי בא לתחרות?,0
ייתכן כי אני,0
זה ליטרלי רייטאפ,0
לא נורא משורר מסביר טוב,0
אדוה,0
כמה קרוב לרכבת אתה גר,0
עדיף לי לקחת 274?,0
או 164,0
יש מצב שמהרכבת יהיה טרמפ,0
אני בבוקר עד 12-1 כזה במשרד שלי שצמוד לרכבת,0
משם עד שעה 3 אפשר לקחת 16 שמוביל לבית שלי,0
או שיהיה טרמפ,0
שניהם יהיו אותו דבר,0
בקיצור אתה גר בשכונה פנימית שצריך לקחת אליה 16,0
כן,0
יופי,0
את משורר,0
אמג סבבה תודה,0
כבר שמעתי,0
טוב שהתעוררת,0
אדוה אל תכנסי תשאלי בפרטי,0
וואי אני עשיתי הפוךךךךךךךךךךךךךךךך,0
וואי איזה אתגרים כיפים,0
רגעעעעעעעעעעעעעעעעעעע,0
מי נשמה טהורה ומעוניין לעזור לי?,0
תשלחי את השאלה פה אדוווה,0

והירשמו! יש שם חידות הכנה לפני התחרות. תשלחו לשון בפרטי את שם המשתמש שלכם והוא יוסיף אתכם לקבוצה.

(הערה: יש לו גם כלבים וגם חתולים אם למישהו זה מפריע...),0
מיכאל עוד מעט ישלח את זה בהודעות,0
אני יכול לנסות,0
איזה מדינה?,0
אתגרון של המאצ,0
אבל אחד קל שאני סתם מסתבכת בו,0
במה?,0
Michael Konviser,0
http://much.cyber.org.il,0
לי יש, הייתי במאצ,0
אה,0
גם מור היה,0
ודפ,0
לא ראיתי אותו :(,0
מי הא?,0
באמת*,0
בא*,0
איזו מקלדת מעצבנת,0
Yonatan Lifshitz,0
חחחח מה זה כי יש לי אייפון?,0
כן אני חושב שאבוא,0
לא,0
כי שאלתי אותך על זה הרגע בקבוצה אחרת,0
יופי בואו אנשים אני אהיה שם נא לא לפספס,0
מי נשמה טהורה ומעוניין לעזור לי?,0
מה הכתובת של much?,0
http://much.cyber.org.il,0
מה זה הספירה לאחור שיש שם?,0
זה סתם,0
יש חודש,0
הבעיה אם אין לך שם משתמש וססמה אין לך איך להיכנס לאתגרים,0
תבקשי מהמדריכה שלך,0
:),0
מרשים,0
וואי נראית אחת הקפיצות המגניבות,0
לול,0
יובל ,0
נכון,0
לא ידעתי שיש לך חברה סרוס,0
יש לי 2,0
יפה מאוד,0
ואותי על הצד,0
84 kB,0
תכלס,0
בעצם הבושה של המקום השני גדולה יותר,0
היה שם איזה 20 ומשהו בוגרים נראלי,0
אבל הבושה של לעלות את זה לשם,0
בעצם הבושה של המקום השני גדולה יותר,0
כן כל הסטורי שלי היה מלא בתמונות גרועות,0
ותמונה עם גבי פאקינג אשכנזי,0
פאק היינו מנצחים,0
אמרתי לך שהיינו צריכים לעלות את התמונה מהnoxcon ,0
עבודה יפה,0
עמית סרוסי,0
שמח לראות את עצמי שם,0
איזה אפסים קרברוס,0
אם היה לי חבל באותו רגע לא הייתי שולח את זה עכשיו,0
חחחחחחח,0
סרוסי הזהההה,0
וואלה דיברנו אבל ניקה הצליחה להסיח את דעתך באמצע,0
וזה חבל כי לא מתאים לך השם סרוסי,0
יכולנו לדבר עוד,0
תכלס אתה צודק מאוד אסף,0
18:32,0
ברור שאני צודק אני סטודנט בטכניון,0
היינו צריכים לשכור מישהו שיעלה לנו תמונות לאינסטגרם והיינו לוקחים ראשון ,0
ברור שאני צודק אני סטודנט בטכניון,0
אני העליתי תמונות לאינסטגרםםםםםםםם,0
חחחח כן מסתבר שגם skidoodes,0
יש קישור חדש?,0
324 kB,0
0:30,0
0:30,0
מי שהיה איתם,0
Yonatan Lifshitz,0
מה אני חחח?,0
אולי,0
אהההההה זה אתה,0
נקבע באיזה מלון,0
נפתור כל הלילה,0
האמת שזה אחד יחסית קל של v3,0
רוצה לפתור יחד?,0
לא פשוט שלא יכניס את הדגלים,0
אני עושה dibs על סוריה והונגריה,0
חכה לזה,0
Yonatan Lifshitz,0
רק שישאיר לי דברים לפתור,0
מה לעשות,0
עכשיו תשכח ממדינה פלסטינית אבו מאזן, כי אתה אפס ואסור לחלק את ארץ לישראל לאפס,0
כן,0
יואו,0
רד מזה,0
חמוד,0
אני סרוסי ואריק,0
זה השם שלו בווצאפ,0
יובלי אפס,0
yuvaly0,0
מי הגיע שני?,0
הוא לא אפס,0
כל הכבוד לו,0
yuvaly0,0
זה היה מכל הארץ,0
אהה נכון,0
ואיזה מקום?,0
רביעי,0
ויובלי אפס הגיע מקום חמישי עם הקבוצה שלו,0
חחחח לא ידעתי שיש כל כך הרבה מגשימיסטים?,0
גם אילן אבל הוא לא בקבוצה,0
100,0
כמה הייתם?,0
ארבעה,0
אני שני,0
היו בטח איזה 50 קבוצות לא?,0
אני הייתי חמישי עונתן,0
אתה גאה בי?,0
כן זה ממש טוב,0
עדיין יש?,0
זה היה מזמן חחח,0
אז לא,0
באיזה מקום הייתה הקבוצה שלך?,0
חחחחחח זאת הייתה הנחה בשלילה,0
Get it?,0
Gedit?,0
מכירים את gedit,0
מה,0
זה זול,0
איפה,0
נכון,0
באמאזון,0
הנחה של 50%,0
כמה עלה,0
200₪,0
גן,0
*כן,0
עם ביטול קול אקטיבי,0
גם הבינום של ניוטון למשולש פסקל,0
חחחח מה,0
בכלל לא,0
טור טיילור,0
ידעתי את זה כבר,0
ככה מחשבים סינוס,0
ועל ישראל לא,0
תגיד,0
האוזניות שלך אלחוטיות?,0
לא נתתי לכם על ישראל ועל מקסיקו?,0
 חלד שליו ושחר,0
מגניב,0
איפה אתם הייתם?,0
כל אחד בקבוצה שלו,0
האתגרים מגניבים ביותר,0
מה הכוונה ?,0
אם זה בגלל זה אז לא,0
Oof,0
הנוקסליסטים כמובן,0
חלד שחר משורר ושלוווווו,0
כשאני נותן לך עבה אתה לא מתלונן,0
מי לקח ראשון?,0
לא,0
צחוק צחוק,0
טוב אני אגלה לך,0
הייתם אמורים לקחת מקום חמישי,0
לקחתם רביעי רק כי תומר נתן רמז די עבה ליוגב,0
על טורקיה,0
הוא רחובותי,0
לא כמוך שהשתחל לדרום לתל אביב,0
yuvaly0,0
אתה לא מגשימיסט?,0
לא,0
לא הוזמנתי,0
נייס,0
למה לא היית בסייברלילה,0
 אם אני לא טועה,0
much.cyber.org.il,0
(הישן),0
מי עשה scavanger hunt 2?,0
אני מקום 9 בCTF LEARN,0
אה טוב,0
הoculus rift קניתי לבן דוד שלי,0
תגידו... מה הכתובת של האתר much?,0
אמרו שישלחו במייל,0
@,0
This message was deleted,0
אני כן,0
לול,0
טוב זה לא צריך להיות מחוק,0
למחוק?,0
לא לא,0
אני פשוט לקגע התחלתי לתהות אם זה עם ק או כ,0
לרגע,0
אבל זה היה נכון,0
אז זה בסדר,0
20:35,0
אריק,0
עכשיו אני אדע איזה יותר טוב...,0
הקטע הזה כשאתה טחון,0
אני עד היום לא יודע אפילו איזה טעמים יש לקופיקס אייס,0
למפי,0
יכול להיות שאני אבוא,0
אז עכשיו אני מקנאת בך,0
Mor Ben Yosef,0
Mor Ben Yosef,0
וואו מיכאל התכער,0
פגשתי את שון!,0
יאפ,0
יפה מאוד,0
פגשתי את שון!,0
